"Table S6. Quasi-likelihood F-tests for NS0794 comparing antibiotic-treated versus untreated conditions, showing log-fold changes (logFC) in gene expression, log-counts per million (logCPM) as normalized read counts, F-statistics, p-values, and FDR-adjusted p-values.",logFC,logCPM,F,PValue,FDR
Dihydroorotate dehydrogenase A (fumarate),0.025119952,9.009106181,0.004707138,0.948364146,0.99577859
DUF488 domain-containing protein,-0.041895605,3.7046172,0.004691117,0.948451923,0.99577859
"3,4-dihydroxybenzoate decarboxylase",0.035013404,4.44827119,0.004613701,0.948878222,0.99577859
Lactoylglutathione lyase,-0.045401057,10.29461013,0.00448616,0.949588457,0.99577859
Dihydroxyacetone kinase-like protein,0.025517071,11.09235739,0.004355816,0.950324878,0.99577859
PTS sugar transporter subunit IIB,0.043332441,9.292365113,0.004296017,0.950666432,0.99577859
ATPase component of an ABC superfamily transporter,0.026687762,7.579241731,0.004056166,0.952061024,0.99577859
TetR family transcriptional regulator,0.023863411,7.389298358,0.004012925,0.952316818,0.99577859
Lysozyme,0.032720769,4.259695299,0.003948511,0.952700433,0.99577859
PTS EIIA type-1 domain-containing protein,-0.053566205,0.875598217,0.003895801,0.95301739,0.99577859
Levodione reductase,0.027080592,4.861786439,0.003832566,0.953398962,0.99577859
Adenosine deaminase,-0.049687895,2.91421466,0.003804736,0.953568202,0.99577859
DNA polymerase III subunit alpha,0.0237594,7.731355714,0.003766892,0.953799339,0.99577859
origin of replication,0.026193967,7.830651566,0.003732636,0.954009565,0.99577859
Ribosomal protein L19 leader,-0.032737115,9.85606924,0.003251231,0.957073404,0.99577859
Major cold shock protein CspA,-0.025090051,13.61223892,0.003102999,0.958062109,0.99577859
Foldase protein PrsA,0.024612792,10.66334492,0.003091893,0.958137134,0.99577859
Bacteriophage SP-beta YorD domain-containing protein,0.028994802,1.807487791,0.003074944,0.958252074,0.99577859
CoA-binding domain-containing protein,0.026776972,6.878349552,0.002909226,0.95939105,0.99577859
protein-tyrosine-phosphatase,-0.020152866,6.729365787,0.002824529,0.95998585,0.99577859
Extracellular solute-binding protein,-0.036343679,4.010775675,0.002774553,0.960341023,0.99577859
PTS mannose transporter subunit IID,-0.072452926,7.927975006,0.002773648,0.960347484,0.99577859
Large ribosomal subunit protein uL11,-0.03535032,10.75605802,0.002699501,0.960880487,0.99577859
BceR,0.0199983,6.776361965,0.002549658,0.961980532,0.99577859
Glutamate racemase,0.02289174,5.544327337,0.002510486,0.962273423,0.99577859
Phosphoglycerate mutase family protein,0.028236611,7.136695389,0.002486267,0.962455647,0.99577859
Zinc protease,-0.018397612,8.289034592,0.00247532,0.96253831,0.99577859
cspA thermoregulator,-0.033675898,12.51325581,0.002440792,0.962800241,0.99577859
DUF1064 domain-containing protein,-0.029936603,-0.379019126,0.002329245,0.963662128,0.99577859
dUTP diphosphatase,0.022960941,7.011772034,0.002298237,0.963901854,0.99577859
YdhG-like domain-containing protein,-0.025364969,5.173304927,0.002279734,0.964047325,0.99577859
Bifunctional protein GlmU,0.017500399,9.088797633,0.002277925,0.964061582,0.99577859
Recombination protein RecR,-0.018521102,7.809130262,0.002193685,0.96473175,0.99577859
"PTS system, mannose/fructose/sorbose family, IIC component",-0.056508452,6.930261484,0.002125769,0.965281509,0.99577859
DJ-1/PfpI family protein,-0.064276633,5.673214788,0.002107053,0.965434549,0.99577859
Uncharacterized HTH-type transcriptional regulator YybA,0.018624435,3.706045427,0.002105342,0.965448577,0.99577859
DUF948 domain-containing protein,-0.028823216,7.592420901,0.002000335,0.966320524,0.99577859
Prepilin-type N-terminal cleavage/methylation domain-containing protein,0.030547725,0.257652972,0.001978994,0.966501526,0.99577859
PRD domain-containing protein,0.025520505,7.532701131,0.001942903,0.966807137,0.99577859
"ABC transporter, substrate-binding protein, QAT family",-0.043836319,7.336047156,0.001918878,0.967012835,0.99577859
4-carboxymuconolactone decarboxylase,0.030340643,3.775726883,0.001903295,0.967146946,0.99577859
Lactose transport system permease protein LacG,0.028041953,4.076346254,0.001894694,0.967221209,0.99577859
HTH hxlR-type domain-containing protein,-0.029708923,7.811585808,0.001859888,0.967523452,0.99577859
DNA polymerase IV,-0.024725815,6.226338089,0.001766129,0.968352013,0.99577859
Muramidase-2,0.017042577,10.20860242,0.001751197,0.968485988,0.99577859
Multidrug ABC superfamily ATP binding cassette transporter,0.027999929,4.867231584,0.001742131,0.968567605,0.99577859
Queuine tRNA-ribosyltransferase,0.016768588,7.606287757,0.001641121,0.96949182,0.99577859
Xylose isomerase-like TIM barrel domain-containing protein,-0.020981754,4.265874226,0.001637741,0.969523234,0.99577859
16S ribosomal RNA,0.023100566,11.11049697,0.001612097,0.969762617,0.99577859
DUF910 domain-containing protein,-0.015539468,6.330407124,0.00159876,0.969887875,0.99577859
Phosphatidate cytidylyltransferase,-0.018989835,7.706670309,0.001509758,0.970737501,0.99577859
PTS family porter component IIC,0.027254385,3.149598855,0.001448379,0.971338147,0.99577859
ATP-dependent helicase/deoxyribonuclease subunit B,0.017179588,7.508441801,0.001403211,0.971788341,0.99577859
Ig-like domain-containing protein,-0.016038512,2.370199324,0.001378006,0.972042713,0.99577859
histidine kinase,-0.014075899,10.72547272,0.001364959,0.972175307,0.99577859
IS6 family IS1216E transposase,-0.030662294,6.091157141,0.00132167,0.972619835,0.99577859
Putative signal peptide peptidase SppA,-0.013038639,6.774589039,0.001147849,0.974482835,0.99577859
[Ribosomal protein bS18]-alanine N-acetyltransferase,0.012992147,7.125070346,0.001137876,0.974593882,0.99577859
GNAT family acetyltransferase,0.018165419,3.783826054,0.001091855,0.97511272,0.99577859
DNA 3'-5' helicase,-0.012440342,8.391292417,0.001075592,0.975298674,0.99577859
DNA polymerase III PolC-type,0.016354292,9.111798411,0.001056,0.975524581,0.99577859
NAD-dependent protein deacetylase,-0.012136996,6.513452863,0.001010717,0.976054888,0.99577859
Xylulose 5-phosphate 3-epimerase,0.032718115,3.339834876,0.001002556,0.976151715,0.99577859
Transport permease protein,-0.011538499,8.051836345,0.001000272,0.97617888,0.99577859
Putative hemin import ATP-binding protein HrtA,0.015371101,6.11540598,0.000912077,0.97725286,0.99577859
Serine/threonine protein phosphatase,-0.021945175,6.608590604,0.000894146,0.977477487,0.99577859
Alpha-amylase,0.014552094,7.323965569,0.000882394,0.977625938,0.99577859
Tyrosine--tRNA ligase,0.012738033,12.64749258,0.000874876,0.977721418,0.99577859
GTP cyclohydrolase,-0.021294707,8.077359225,0.000852004,0.978014455,0.99577859
Transposase IS204/IS1001/IS1096/IS1165 DDE domain-containing protein,0.011649173,7.564231186,0.000818832,0.978446555,0.99577859
Bifunctional cystathionine gamma-lyase/homocysteine desulfhydrase,-0.04182154,9.04001478,0.000789275,0.978839002,0.99577859
UPF0346 protein EA71_01054,0.015420701,5.348837531,0.000758181,0.979259893,0.99577859
Gluconate 5-dehydrogenase,0.015251041,5.735363285,0.000697593,0.980105583,0.99577859
Transcriptional regulator CtsR,0.040817752,8.276744783,0.000675774,0.980419098,0.99577859
Ribose-5-phosphate isomerase A,-0.010573507,7.675986845,0.000655757,0.980711197,0.99577859
YolD-like protein,-0.014218816,8.57249269,0.000649569,0.9808024,0.99577859
DNA-entry nuclease,0.010184986,6.126641041,0.000637647,0.980979332,0.99577859
Addiction module antidote protein,-0.011048528,5.512455655,0.000597618,0.981585878,0.995857724
SH3b domain-containing protein,0.024503732,11.18696127,0.000555406,0.982247971,0.995993099
Phosphopantetheine adenylyltransferase,0.008748678,6.155368366,0.000422649,0.98451382,0.99708182
TFIIB-type zinc ribbon-containing protein,-0.011416315,8.208104705,0.000420302,0.98455687,0.99708182
Nucleotide-binding protein YvcJ,0.008087629,7.691668058,0.00040133,0.984909377,0.99708182
PrgI family protein,-0.007959585,2.913691539,0.000337297,0.986165339,0.997817131
Glycoside hydrolase family 28,-0.006993205,3.734204988,0.000292314,0.987120732,0.998247697
RDD family protein,-0.009147912,2.164029678,0.000226056,0.98867394,0.999282029
Glyoxalase/fosfomycin resistance/dioxygenase domain-containing protein,0.005978956,4.247153251,0.000201731,0.98930056,0.999379226
Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT,0.004997383,8.208714929,0.000147189,0.990860602,0.999742736
"Transporter, small conductance mechanosensitive ion channel MscS family protein",0.004292692,5.30374969,0.000126882,0.991514417,0.999742736
Asparagine synthase,-0.004273293,10.76989426,0.000118376,0.991803783,0.999742736
Response regulatory domain-containing protein,0.004174775,0.527630095,8.86E-05,0.99290907,0.999742736
Branched-chain amino acid transport system carrier protein,0.004131705,7.386206602,8.75E-05,0.992951369,0.999742736
GTP pyrophosphokinase,0.005371654,6.650137316,8.53E-05,0.993043738,0.999742736
Transcriptional antiterminator bglG,0.005806295,7.944907458,6.24E-05,0.994049656,0.999742736
Purine nucleoside phosphorylase,-0.002493753,7.839063441,4.62E-05,0.994881807,0.999742736
tRNA1(Val) (Adenine(37)-N6)-methyltransferase,0.00206441,5.082751983,2.88E-05,0.99595617,0.999742736
CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,0.001753917,8.035177252,2.14E-05,0.996516371,0.999742736
TnpA,-0.001758177,11.0212999,2.01E-05,0.996626221,0.999742736
Glycoside hydrolase family 65 protein,-0.003577442,3.947766292,1.87E-05,0.996742931,0.999742736
Cof-type HAD-IIB family hydrolase,-0.001260632,7.354131927,1.06E-05,0.99754165,0.999742736
Abortive infection protein AbiGII,-0.001340506,5.375259262,1.04E-05,0.997574649,0.999742736
Fluoride riboswitch (crcB),0.001273383,2.884928045,9.94E-06,0.997624945,0.999742736
Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,-0.001486992,2.069299003,6.03E-06,0.998150789,0.999742736
Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,-0.000401148,11.83536416,3.50E-07,0.999554561,0.999938134
RecQ family ATP-dependent DNA helicase,0.000127138,4.541664038,2.69E-08,0.999876427,0.999938134
Nucleoside diphosphate kinase,7.22E-05,7.907821115,6.74E-09,0.999938134,0.999938134
