"Table S4. Quasi-likelihood F-tests for VRE0008 comparing antibiotic-treated versus untreated conditions, showing log-fold changes (logFC) in gene expression, log-counts per million (logCPM) as normalized read counts, F-statistics, p-values, and FDR-adjusted p-values.",logFC,logCPM,F,PValue,FDR
phosphopentomutase,0.318880268,10.00262409,1.315136156,0.301079572,0.480640385
EamA family transporter,-0.312895621,2.075181249,1.301969268,0.303264841,0.483779627
formate--tetrahydrofolate ligase,-0.178517882,5.106855278,1.293294712,0.304717018,0.485594412
Replication-associated recombination protein A,0.16303878,7.044440224,1.292553156,0.304841721,0.485594412
Tryptophan-rich basic protein,-0.243186658,3.94410203,1.285249642,0.306074202,0.487206667
DUF1507 domain-containing protein,-0.176576945,6.225190899,1.280746561,0.306837992,0.487985296
Sugar transporter,0.216550861,4.169737044,1.279765657,0.30700477,0.487985296
Dithiol-disulfide isomerase,-0.181320623,7.430402862,1.277407261,0.307406325,0.488272546
Phi13 family phage major tail protein,0.315442797,-0.094369135,1.275773997,0.307690588,0.488293009
single-stranded-DNA-specific exonuclease RecJ,0.196818221,7.678139211,1.274342591,0.307929372,0.488293009
competence type IV pilus assembly protein ComGB,-0.4247117,0.62159555,1.27347041,0.308081749,0.488293009
Tnp-DDE-dom domain-containing protein,0.306528277,3.816934882,1.267897347,0.309033959,0.4892667
IS3 family ISEfa8 transposase ORF B,-0.312205738,10.00235601,1.266145575,0.309335245,0.4892667
"Catechol-2,3-dioxygenase",0.166400675,7.355499496,1.266002063,0.309359949,0.4892667
DNA-directed RNA polymerase subunit beta',-0.373264353,11.80138269,1.264232226,0.309664857,0.489398855
30S ribosomal protein S10,-0.598661821,8.557088488,1.259074134,0.310556193,0.490173295
origin of replication,0.243920718,7.750624785,1.258831183,0.310598275,0.490173295
Oxidoreductase YceM,0.284544882,6.630247021,1.254457183,0.311357446,0.490835496
"2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase",-0.206879005,4.134941045,1.253407889,0.311540005,0.490835496
Ribosome hibernation promoting factor,0.30425768,12.24117952,1.252581627,0.31168387,0.490835496
putative membrane transporter protein,-0.162662327,6.867533542,1.240682732,0.313767385,0.493558099
5-bromo-4-chloroindolyl phosphate hydrolysis protein,0.172590663,8.191866848,1.240161254,0.313859198,0.493558099
Phosphoribosylamine--glycine ligase,0.210658509,2.128615924,1.234253258,0.314902422,0.494846662
Collagen-binding protein,-0.301949359,11.05194562,1.231627144,0.315367785,0.494896929
tyrosine recombinase XerC,0.300292624,6.338002792,1.231546601,0.315382077,0.494896929
Enterococcus sRNA 84,0.221444471,2.45449661,1.228547097,0.315915108,0.495381776
23S ribosomal RNA,0.366210917,14.02124699,1.222204568,0.317046764,0.496679449
Helix-turn-helix protein,-0.337545714,1.574499554,1.221397658,0.317191941,0.496679449
branched-chain amino acid transport system II carrier protein,-0.155274849,6.559501618,1.219197238,0.317585605,0.49694393
3-dehydroquinate dehydratase,-0.201417396,7.056712841,1.216480528,0.318073619,0.497355568
Rhodanese family protein,-0.190055451,6.640593866,1.214282005,0.318469419,0.497622534
Type II toxin-antitoxin system Phd/YefM family antitoxin,0.220535582,8.29449676,1.210950953,0.319070593,0.497940243
tagatose-bisphosphate aldolase,-0.168391531,6.40503138,1.210660114,0.319123168,0.497940243
CorA-like Mg2+ transporter,-0.172626569,6.413983911,1.207552778,0.319685735,0.498466262
PBSX family phage terminase large subunit,-0.350304171,1.103027681,1.20309128,0.3204982,0.499380917
putative cell wall amidase lytH,-0.259198336,3.057534369,1.199606649,0.321131527,0.500015357
Bacterial RNase P class B,0.382965869,13.82051629,1.193834227,0.322188286,0.501307742
Holo-[acyl-carrier-protein] synthase,-0.185293383,5.812302767,1.192361125,0.322458857,0.501375903
Bifunctional metallophosphatase/5'-nucleotidase,0.169839036,7.541973601,1.190779165,0.322749823,0.501475657
Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,0.158968801,6.799954337,1.188872661,0.323101037,0.501668815
Nucleotidyl transferase AbiEii/AbiGii toxin family protein,0.169157136,4.435740941,1.181548716,0.324455906,0.503168434
Multidrug efflux SMR transporter,-0.237546374,1.552702957,1.181196471,0.32452202,0.503168434
Ferrous iron transporter A,-0.252130346,1.418561124,1.176924861,0.325316969,0.503779766
50S ribosomal protein L3,-0.598323553,9.318539364,1.176624056,0.325372006,0.503779766
Polyol:NADP oxidoreductase,0.167881582,5.651698542,1.173911552,0.325878354,0.503841182
translation initiation factor IF-2,0.217944452,10.17661761,1.173882533,0.325883777,0.503841182
Type 4 prepilin-like proteins leader peptide-processing enzyme,-0.19176688,2.571455751,1.172337024,0.326172892,0.503841182
Site-specific recombinase XerD,0.167547838,3.78892623,1.171534129,0.326323189,0.503841182
"Tetracycline resistance protein, class C",-0.245555084,4.262698852,1.166551781,0.327258552,0.504761151
"1,5-anhydro-D-fructose reductase",0.162233021,8.029258927,1.16592979,0.327375617,0.504761151
UTP--glucose-1-phosphate uridylyltransferase GalU,0.185984895,10.58775255,1.159213363,0.328644029,0.506363727
DUF4064 domain-containing protein,-0.346069425,0.41605912,1.156044082,0.329248883,0.506596236
Cro/Cl family transcriptional regulator,-0.169569404,8.021698487,1.155994971,0.329254608,0.506596236
DUF58 domain-containing protein,0.285682842,2.142067376,1.154500786,0.329538764,0.506596236
"Transketolase, pyridine binding domain protein",0.221636093,12.11090424,1.153593228,0.329711435,0.506596236
exodeoxyribonuclease III,0.238043728,6.506305285,1.150437169,0.330313278,0.507099443
DUF3397 domain-containing protein,-0.264128609,5.078986475,1.149472184,0.330497647,0.507099443
PF03932 family protein CutC,-0.164588446,5.076848304,1.144870023,0.331379187,0.507760674
dTDP-4-dehydrorhamnose reductase,-0.175069735,8.812787228,1.144824614,0.331387903,0.507760674
RepA-N domain-containing protein,-0.15806807,4.671522505,1.139279225,0.332455165,0.508694818
prolipoprotein diacylglyceryl transferase,0.167973478,8.546678414,1.13926599,0.332457717,0.508694818
Bacterial small signal recognition particle RNA,-0.524349224,-0.686702427,1.137774938,0.332759972,0.508805185
"Mn-dependent transcriptional regulator MntR, DtxR family",-0.409136895,-0.037053345,1.135679135,0.333156733,0.509059804
Lipoprotein,-0.273441249,11.45859112,1.133314215,0.333609331,0.509399331
DUF2156 domain-containing protein,-0.156982572,5.62286441,1.13060105,0.334136424,0.509852059
Acylneuraminate cytidylyltransferase,-0.181395634,7.439769867,1.129039551,0.334440384,0.509963923
DNA mismatch repair protein MutS,0.177679113,8.169165592,1.126718952,0.334892929,0.510015435
50S ribosomal protein L2,-0.573397977,10.43429444,1.123872595,0.335449344,0.510015435
PTS family mannose/fructose/sorbose porter component IIA,-0.394816309,7.412204928,1.123249835,0.335571281,0.510015435
AraC family transcriptional regulator,0.177305442,7.3251766,1.120424673,0.336125342,0.510015435
alkyl hydroperoxide reductase subunit C,-0.227395371,10.22033043,1.120315554,0.336146772,0.510015435
L-rhamnose mutarotase,-0.343528413,1.917276121,1.120033505,0.336202816,0.510015435
Acyl carrier protein,-0.180619377,9.070191567,1.119773922,0.336253173,0.510015435
cytidine deaminase,0.476896375,8.79060255,1.11943622,0.336319541,0.510015435
DNA-cytosine methylase,0.274722769,1.38626789,1.117518749,0.336698036,0.51023945
methionine--tRNA ligase,0.215167321,9.859134173,1.107311636,0.338716347,0.512946469
tRNA-Glu(ttc),0.385477336,-1.147287847,1.103870162,0.339422175,0.513663537
acyl carrier protein,-0.169964914,7.865081688,1.095952665,0.340986806,0.515678404
Stp1/IreP family PP2C-type Ser/Thr phosphatase,0.287668498,7.370095989,1.093370988,0.341506253,0.516110955
Acetate kinase,-0.187520222,9.885439349,1.087610884,0.342669823,0.517515696
Type I site-specific deoxyribonuclease,-0.216793467,7.591526452,1.084290438,0.343343476,0.518179129
UPF0340 protein AWT83_12515,-0.159947279,4.249196236,1.077268321,0.344775184,0.519984947
dihydrolipoyllysine-residue succinyltransferase,0.242775045,13.23749297,1.072194041,0.345815759,0.520990456
tRNA-Leu(taa),0.237227984,1.797009919,1.071723424,0.345913156,0.520990456
GNAT-C domain-containing protein,0.175448359,5.636186658,1.06626621,0.347037817,0.522328532
Flavin prenyltransferase UbiX,-0.199766317,3.443472214,1.062561185,0.347805193,0.523118848
Histidine kinase,0.181042299,3.192409146,1.0614489,0.348036103,0.523118848
DUF3135 domain-containing protein,0.148141083,6.196660307,1.053612899,0.349669874,0.525217453
Fibronectin type-III domain-containing protein,0.206951923,3.513957849,1.05036282,0.350351167,0.525883523
50S ribosomal protein L11,-0.335571677,9.759837027,1.048004631,0.35084683,0.526270245
Aliphatic sulfonates import ATP-binding protein SsuB,-0.194175706,4.950552119,1.045527874,0.351368654,0.526288953
peptide deformylase,0.229514012,6.512105984,1.044584464,0.351567749,0.526288953
rhamnulose-1-phosphate aldolase,-0.33768842,4.681447122,1.044557715,0.351573398,0.526288953
LysM domain-containing protein,-0.250694565,8.119118265,1.039126926,0.352723106,0.527652765
"His/Glu/Gln/Arg/opine family amino ABC transporter, permease, 3-TM region",-0.314730465,7.932750439,1.034659927,0.353673366,0.528496219
IS200/IS605 family element RNA-guided endonuclease TnpB,-0.160686219,8.568350042,1.034070628,0.353799038,0.528496219
Nidogen G2 beta-barrel domain-containing protein,-0.165436799,4.326789359,1.03311015,0.354004025,0.528496219
Esterase family protein,-0.15953458,6.183603066,1.031813361,0.354281088,0.528552959
DUF2628 domain-containing protein,0.317000448,4.346664798,1.027724415,0.35515703,0.529502491
DNA relaxase NicK,0.249356357,1.301615719,1.015325257,0.357836114,0.533137229
aspartate carbamoyltransferase catalytic subunit,0.406014955,4.591256257,1.011965396,0.358566191,0.533865218
DUF998 domain-containing protein,0.15378005,6.276345934,1.004425966,0.360216137,0.535960888
Amino acid ABC transporter permease,0.165902749,8.097951636,0.999644387,0.361268995,0.537165937
Ktr system potassium uptake protein D,-0.177221463,4.341798108,0.99751327,0.361739874,0.537504611
DUF1905 domain-containing protein,-0.232138079,1.566348162,0.996254528,0.362019135,0.537558299
CN hydrolase domain-containing protein,0.165631086,5.170702767,0.992252698,0.362906521,0.538514307
T-box leader,0.153918022,8.729359823,0.982428148,0.365101926,0.541408691
Polysaccharide deacetylase,-0.216843972,4.46212346,0.979858989,0.365679635,0.541901925
tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,0.154415661,7.026100824,0.976285533,0.366485668,0.542732626
tRNA adenosine(34) deaminase TadA,-0.164180413,3.790139821,0.97063498,0.367766203,0.544264441
Bacterial nucleoid DNA-binding protein IHF-alpha,0.259001832,13.19220335,0.965231884,0.36899755,0.54572146
helicase-exonuclease AddAB subunit AddA,0.16460648,9.769484656,0.961139068,0.369934824,0.546445416
RHH-1 domain-containing protein,0.142505526,6.286996272,0.96012079,0.370168625,0.546445416
XRE family transcriptional regulator,-0.163316802,5.933353715,0.959599677,0.370288369,0.546445416
branched-chain amino acid aminotransferase,0.148788581,6.545724476,0.958785172,0.370475658,0.546445416
3-keto-L-gulonate-6-phosphate decarboxylase,0.260314005,2.689568363,0.956466093,0.371009799,0.546868444
Guanylate kinase,-0.348414913,2.282304074,0.95239937,0.371949768,0.547888699
tRNA-Ser(cga),-0.205151375,2.912238451,0.938309454,0.375235855,0.552358499
PTS fructose transporter subunit IIA,-0.77036864,7.109897837,0.937254332,0.375483864,0.552358499
V-type sodium ATP synthase subunit E,0.165089908,8.70032667,0.93356996,0.376352108,0.553267627
"ABC superfamily ATP binding cassette transporter, ABC protein",-0.145786383,5.664307491,0.92896923,0.377440983,0.554499677
Azaleucine resistance protein AzlC,0.207291009,6.58945512,0.922106062,0.379075075,0.556289767
DNA mismatch repair endonuclease MutL,0.222765647,8.078776468,0.921739525,0.379162677,0.556289767
3-hydroxyacyl-ACP dehydratase FabZ,0.16033617,9.77669884,0.916128172,0.380507999,0.557510895
putative ketoamine kinase HMPREF0351_12196,0.200334452,6.499361513,0.915943312,0.380552454,0.557510895
RIP metalloprotease RseP,0.166212922,6.698102635,0.915116272,0.380751448,0.557510895
formate C-acetyltransferase,-0.264671268,12.6826916,0.911221822,0.381690824,0.558516487
YlxQ-related RNA-binding protein,0.227269728,5.770775764,0.907648535,0.382556138,0.559103016
Polygalacturonase,-0.169634525,2.69192265,0.907478591,0.382597405,0.559103016
ArAE-1-C domain-containing protein,-0.196872778,5.993091512,0.906178272,0.38291313,0.559194802
Universal stress protein,0.23835864,11.66939107,0.896788024,0.385206348,0.562172432
"Cadmium resistance protein CadD, putative permease",-0.19297834,3.882726799,0.890732955,0.38669729,0.563806405
Regulatory protein MsrR,0.146089887,7.491300497,0.88977817,0.386933262,0.563806405
BglG family transcriptional antiterminator,-0.250056102,6.831180764,0.889140637,0.387090965,0.563806405
50S ribosomal protein L9,-0.190219765,7.440989594,0.886836047,0.387661937,0.564266322
NAD-dependent epimerase/dehydratase,-0.148923422,8.18410667,0.884524538,0.388236044,0.564730193
S4 domain-containing protein,0.16640582,4.933637395,0.880982831,0.389118467,0.565641637
DeoR family transcriptional regulator,-0.24720346,4.403093399,0.877431965,0.390006558,0.566560118
(d)CMP kinase,0.196008116,6.733900368,0.875759539,0.390426018,0.566797062
DUF523 domain-containing protein,0.224335046,5.776113385,0.874170656,0.390825231,0.567004321
serine-type D-Ala-D-Ala carboxypeptidase,0.156450394,8.269962213,0.870755225,0.391685698,0.567880052
L-threonine 3-dehydrogenase,0.201427021,4.177755994,0.867478959,0.39251411,0.568584919
Aminopeptidase P family protein,-0.186610598,9.517029227,0.866799839,0.392686192,0.568584919
HTH tetR-type domain-containing protein,0.156866475,4.777836971,0.863616556,0.39349452,0.569338759
Exported protein,0.18073561,3.958276571,0.861875239,0.393937881,0.569338759
ABC-F type ribosomal protection protein Msr(C),-0.136824924,5.13886838,0.861306316,0.394082914,0.569338759
Transcriptional regulatory protein,0.182099237,2.860969824,0.86009357,0.394392404,0.569338759
Xylulose kinase,0.316104239,0.044493838,0.859363698,0.394583232,0.569338759
metal-dependent hydrolase,0.209461853,6.401106804,0.858686936,0.39475184,0.569338759
DUF979 domain-containing protein,-0.1348299,6.669927131,0.855376325,0.395600038,0.570190145
Thioredoxin-like-fold domain-containing protein,0.139687617,6.771200944,0.852652622,0.396300178,0.570827162
LacI family sucrose operon transcriptional repressor,-0.146350475,4.876164633,0.844854046,0.398316478,0.573314964
type I DNA topoisomerase,0.245523271,7.390788905,0.843502495,0.398667683,0.573314964
Phage-Mu-F domain-containing protein,-0.332107776,0.13344806,0.842989078,0.398805253,0.573314964
Putative serine/threonine exchanger SteT,-0.133142569,5.79894108,0.840673455,0.399404523,0.573803379
putative basic amino acid antiporter YfcC,-0.17375882,6.425417351,0.838321109,0.400018965,0.574312943
Transcriptional activator protein Anr,-0.150650743,3.604748587,0.835180373,0.400841852,0.574889796
malonate decarboxylase acyl carrier protein,0.283419002,0.210077531,0.834816476,0.40094078,0.574889796
HTH lacI-type domain-containing protein,-0.215548287,8.419505988,0.833756032,0.401215971,0.574911544
Type II toxin-antitoxin system death-on-curing family toxin,0.234156809,6.291016503,0.829050055,0.402456308,0.576074409
DUF4428 domain-containing protein,0.142550406,4.547893136,0.828038544,0.402723762,0.576074409
AP2 domain-containing protein,-0.168251686,2.247694054,0.827716042,0.402809153,0.576074409
tRNA-Thr(tgt),0.437572768,-2.490165174,0.826991478,0.403169029,0.57607954
DUF536 domain-containing protein,0.150196102,6.304618545,0.825253731,0.403461653,0.57607954
valine--tRNA ligase,-0.150275922,9.371570904,0.82475368,0.403594395,0.57607954
Cytoplasmic protein,-0.17926702,6.030022288,0.82153237,0.404451304,0.576930215
DUF600 domain-containing protein,-0.421288246,-2.079980804,0.817093654,0.405745622,0.578403333
Phage capsid and scaffold,-0.282278321,-0.473361845,0.811490306,0.407150877,0.580032597
50S ribosomal protein L28,-0.145023085,9.028635514,0.808379616,0.407982538,0.580843136
DUF961 domain-containing protein,0.271621555,1.774277138,0.805876235,0.408661168,0.581236792
uracil phosphoribosyltransferase,-0.141860582,8.846964886,0.805418497,0.408784808,0.581236792
Replication initiation and membrane attachment,0.131092253,8.282031105,0.79868711,0.410618666,0.583469069
Co/Zn/Cd efflux system component,0.159624969,5.891364156,0.796441739,0.411233522,0.583657184
